,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
93056,2024,MI,FT,Product Manager,200400,USD,200400,US,0,US,M
93057,2024,MI,FT,BI Developer,90000,USD,90000,CA,0,CA,M
93059,2024,EN,FT,Data Analyst,46000,USD,46000,US,0,US,M
93060,2024,EN,FT,Data Analyst,46000,USD,46000,US,0,US,M
93061,2024,SE,FT,Engineering Manager,313000,USD,313000,US,0,US,M
93062,2024,SE,FT,Engineering Manager,181000,USD,181000,US,0,US,M
93063,2024,SE,FT,Associate,137000,USD,137000,US,0,US,M
93064,2024,SE,FT,Associate,81000,USD,81000,US,0,US,M
93067,2024,SE,FT,Data Scientist,196900,USD,196900,US,0,US,M
93068,2024,SE,FT,Data Scientist,174000,USD,174000,US,0,US,M
93069,2024,MI,FT,Research Scientist,251000,USD,251000,US,0,US,M
93070,2024,MI,FT,Research Scientist,170200,USD,170200,US,0,US,M
93073,2024,MI,FT,Engineer,250600,USD,250600,US,0,US,M
93075,2024,SE,FT,Research Scientist,200200,USD,200200,US,0,US,M
93076,2024,SE,FT,Research Scientist,167000,USD,167000,US,0,US,M
93077,2024,SE,FT,Manager,257000,USD,257000,US,0,US,M
93078,2024,SE,FT,Manager,171000,USD,171000,US,0,US,M
93080,2024,MI,FT,Software Engineer,139577,USD,139577,US,0,US,M
93084,2024,MI,FT,Associate,170443,USD,170443,US,0,US,M
93086,2024,MI,FT,Software Engineer,98300,USD,98300,US,0,US,M
93088,2024,MI,FT,Software Engineer,143100,USD,143100,US,0,US,M
93090,2024,MI,FT,Product Manager,86100,USD,86100,US,0,US,M
93091,2024,SE,FT,Business Analyst,207000,USD,207000,US,0,US,M
93095,2024,MI,FT,Full Stack Engineer,177100,USD,177100,US,0,US,M
93097,2024,MI,FT,Engineer,187000,USD,187000,US,0,US,M
93098,2024,MI,FT,Engineer,127000,USD,127000,US,0,US,M
93099,2024,SE,FT,Data Scientist,167500,USD,167500,US,0,US,M
93101,2024,EN,FT,Data Scientist,177777,USD,177777,US,0,US,M
93108,2024,MI,FT,Data Engineer,74270,USD,74270,CA,0,CA,M
93110,2024,EX,FT,Data Engineer,233100,USD,233100,US,0,US,M
93111,2024,MI,FT,Data Engineer,146100,USD,146100,US,0,US,M
93115,2024,SE,FT,BI Analyst,157450,USD,157450,US,0,US,M
93116,2024,SE,FT,BI Analyst,87100,USD,87100,US,0,US,M
93120,2024,EN,FT,Data Analyst,56000,USD,56000,CA,0,CA,M
93125,2024,SE,FT,Engineer,123200,USD,123200,US,0,US,M
93126,2024,SE,FT,Engineer,89600,USD,89600,US,0,US,M
93128,2024,MI,FT,Software Engineer,189000,USD,189000,US,0,US,M
93129,2024,MI,FT,Software Engineer,250000,USD,250000,US,0,US,M
93131,2024,MI,FT,Software Engineer,180000,USD,180000,US,100,US,M
93136,2024,SE,FT,Engineer,77000,USD,77000,US,0,US,M
93137,2024,EX,FT,Engineer,313600,USD,313600,US,0,US,M
93141,2024,SE,FT,Engineer,194120,USD,194120,CA,0,CA,M
93142,2024,SE,FT,Engineer,91770,USD,91770,CA,0,CA,M
93146,2024,SE,FT,Product Manager,161600,USD,161600,US,0,US,M
93152,2024,SE,FT,Data Management Specialist,69700,USD,69700,US,0,US,M
93153,2024,SE,FT,Data Management Specialist,116100,USD,116100,US,0,US,M
93154,2024,SE,FT,Data Management Specialist,69700,USD,69700,US,0,US,M
93156,2024,SE,FT,Manager,210000,USD,210000,US,0,US,M
93157,2024,SE,FT,Data Scientist,290200,USD,290200,US,0,US,M
93158,2024,SE,FT,Data Scientist,165800,USD,165800,US,0,US,M
93159,2024,EN,FT,Data Scientist,153100,USD,153100,US,0,US,M
93160,2024,EN,FT,Data Scientist,86200,USD,86200,US,0,US,M
93162,2024,SE,FT,AI Architect,130000,USD,130000,US,100,US,M
93164,2024,SE,FT,Manager,157500,USD,157500,US,0,US,M
93166,2024,SE,FT,Machine Learning Engineer,50000,EUR,55555,LT,0,LT,M
93168,2024,SE,FT,Site Reliability Engineer,164000,USD,164000,US,0,US,M
93170,2024,SE,FT,Manager,150535,USD,150535,US,0,US,M
93171,2024,MI,FT,Product Manager,310500,USD,310500,US,0,US,M
93172,2024,MI,FT,Product Manager,160000,USD,160000,US,0,US,M
93173,2024,SE,FT,Software Engineer,171000,USD,171000,US,0,US,M
93174,2024,SE,FT,Software Engineer,107000,USD,107000,US,0,US,M
93176,2024,MI,FT,Data Manager,57546,GBP,71932,GB,0,GB,M
93177,2024,SE,FT,Security Engineer,230000,USD,230000,US,100,US,M
93185,2024,SE,FT,Data Engineer,247200,USD,247200,US,0,US,M
93186,2024,SE,FT,Data Engineer,118450,USD,118450,US,0,US,M
93187,2024,EX,FT,Data Engineer,264000,USD,264000,US,0,US,M
93191,2024,SE,FT,Data Engineer,172000,USD,172000,US,0,US,M
93192,2024,SE,FT,Data Engineer,75600,USD,75600,US,0,US,M
93194,2024,MI,FT,Data Analyst,125820,USD,125820,US,0,US,M
93196,2024,MI,FT,Engineer,95000,USD,95000,US,0,US,M
93201,2024,EX,FT,Software Engineer,284100,USD,284100,US,0,US,M
93202,2024,EX,FT,Software Engineer,200700,USD,200700,US,0,US,M
93204,2024,MI,FT,Full Stack Developer,67700,USD,67700,US,0,US,M
93207,2024,SE,FT,Software Engineer,188000,USD,188000,US,0,US,M
93211,2024,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M
93212,2024,SE,FT,Data Analyst,90000,USD,90000,US,0,US,M
93214,2024,SE,FT,Machine Learning Engineer,168300,USD,168300,US,0,US,M
93219,2024,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L
93220,2024,SE,FT,Applied Scientist,150400,USD,150400,US,0,US,L
93222,2024,SE,FT,Software Engineer,142700,USD,142700,US,0,US,M
93223,2024,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M
93224,2024,SE,FT,Data Scientist,145000,USD,145000,US,0,US,M
93226,2024,SE,FT,Data Scientist,78000,USD,78000,US,100,US,M
93227,2024,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M
93228,2024,SE,FT,Data Scientist,144000,USD,144000,US,0,US,M
93231,2024,SE,FT,Software Engineer,257000,USD,257000,US,0,US,M
93233,2024,SE,FT,Solutions Architect,239000,USD,239000,US,0,US,L
93235,2024,SE,FT,Backend Engineer,140000,USD,140000,US,100,US,M
93236,2024,SE,FT,Backend Engineer,90000,USD,90000,US,100,US,M
93240,2024,SE,FT,Software Engineer,168000,USD,168000,US,0,US,M
93241,2024,SE,FT,Software Engineer,227000,USD,227000,US,0,US,M
93242,2024,SE,FT,Software Engineer,152000,USD,152000,US,0,US,M
93243,2024,SE,FT,Software Engineer,252000,USD,252000,US,0,US,M
93244,2024,SE,FT,Software Engineer,168000,USD,168000,US,0,US,M
93246,2024,SE,FT,Software Engineer,144000,USD,144000,US,0,US,M
93248,2024,SE,FT,Security Engineer,220000,USD,220000,US,0,US,M
93250,2024,SE,FT,Research Engineer,124600,USD,124600,US,0,US,M
93251,2024,SE,FT,Data Analyst,220000,USD,220000,US,0,US,M
93252,2024,SE,FT,Data Analyst,112000,USD,112000,US,0,US,M
93256,2024,SE,FT,AI Product Manager,212000,USD,212000,US,0,US,M
93257,2024,SE,FT,Data Engineer,231500,USD,231500,US,0,US,M
93261,2024,SE,FT,Machine Learning Engineer,250800,USD,250800,US,0,US,M
93262,2024,SE,FT,Machine Learning Engineer,167200,USD,167200,US,0,US,M
93263,2024,SE,FT,Machine Learning Engineer,300000,USD,300000,US,0,US,M
93264,2024,SE,FT,Machine Learning Engineer,180000,USD,180000,US,0,US,M
93269,2024,SE,FT,Data Scientist,245500,USD,245500,US,100,US,M
93273,2024,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
93277,2024,SE,FT,Analytics Engineer,182500,USD,182500,US,100,US,M
93278,2024,SE,FT,Analytics Engineer,160000,USD,160000,US,100,US,M
93279,2024,SE,FT,Engineering Manager,215000,USD,215000,US,0,US,M
93281,2024,MI,FT,Product Manager,185000,USD,185000,CA,100,CA,M
93285,2024,SE,FT,Machine Learning Engineer,300000,USD,300000,US,0,US,M
93286,2024,SE,FT,Machine Learning Engineer,180000,USD,180000,US,0,US,M
93287,2024,SE,FT,Machine Learning Engineer,319000,USD,319000,US,0,US,M
93290,2024,MI,FT,Engineer,120000,USD,120000,US,0,US,M
93291,2024,SE,FT,Software Engineer,220000,USD,220000,US,0,US,M
93297,2024,SE,FT,Software Engineer,230000,USD,230000,US,0,US,M
93302,2024,MI,FT,Software Engineer,140000,USD,140000,CA,100,CA,M
93303,2024,SE,FT,Engineer,56000,GBP,70000,GB,0,GB,M
93305,2024,MI,FT,Research Engineer,440000,USD,440000,US,0,US,M
93308,2024,MI,FT,Manager,440000,USD,440000,US,0,US,M
93312,2024,MI,FT,Manager,200000,USD,200000,US,100,US,M
93314,2024,MI,FT,Software Engineer,150000,USD,150000,US,100,US,M
93315,2024,MI,FT,Software Engineer,115000,USD,115000,CA,0,CA,M
93318,2024,SE,FT,Engineer,138945,USD,138945,US,0,US,M
93323,2024,SE,FT,Engineer,176000,USD,176000,US,100,US,M
93325,2024,SE,FT,Software Engineer,405000,USD,405000,US,0,US,M
93326,2024,SE,FT,Software Engineer,300000,USD,300000,US,0,US,M
93327,2024,SE,FT,Manager,219000,USD,219000,US,100,US,M
93329,2024,SE,FT,Software Engineer,405000,USD,405000,US,0,US,M
93330,2024,SE,FT,Software Engineer,300000,USD,300000,US,0,US,M
93331,2024,SE,FT,Software Engineer,207000,USD,207000,US,0,US,M
93334,2024,SE,FT,Software Engineer,168000,USD,168000,US,0,US,M
93335,2024,SE,FT,Software Engineer,252000,USD,252000,US,0,US,M
93339,2024,MI,FT,Business Intelligence Developer,97000,USD,97000,US,0,US,M
93342,2024,EN,FT,BI Analyst,58250,USD,58250,US,0,US,M
93343,2024,SE,FT,Data Analyst,232000,USD,232000,US,0,US,M
93344,2024,SE,FT,Data Analyst,136000,USD,136000,US,0,US,M
93346,2024,MI,FT,Data Analyst,75000,USD,75000,US,0,US,M
93348,2024,EN,FT,Data Analyst,73332,USD,73332,US,100,US,M
93349,2024,EN,FT,Data Analyst,177076,USD,177076,US,100,US,M
93354,2024,MI,FT,Data Scientist,142020,USD,142020,US,100,US,M
93355,2024,EN,FT,Software Engineer,215000,USD,215000,US,0,US,M
93358,2024,MI,FT,Manager,106890,USD,106890,CA,0,CA,M
93359,2024,MI,FT,Manager,136200,USD,136200,US,0,US,M
93361,2024,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
93363,2024,SE,FT,Data Architect,259000,USD,259000,US,0,US,M
93365,2024,SE,FT,Data Architect,110607,USD,110607,CA,100,CA,M
93370,2024,SE,FT,Data Engineer,124740,USD,124740,US,0,US,M
93371,2024,MI,FT,Data Engineer,120470,USD,120470,US,0,US,M
93372,2024,MI,FT,Data Engineer,86330,USD,86330,US,0,US,M
93373,2024,SE,FT,Consultant,130800,USD,130800,US,0,US,M
93374,2024,SE,FT,Consultant,79300,USD,79300,US,0,US,M
93375,2024,SE,FT,Software Engineer,264200,USD,264200,US,0,US,M
93379,2024,SE,FT,Power BI Architect,140000,USD,140000,US,0,US,M
93384,2024,MI,FT,Manager,75395,USD,75395,US,100,US,M
93385,2024,SE,FT,Research Scientist,173000,USD,173000,US,0,US,M
93387,2024,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M
93388,2024,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M
93390,2024,SE,FT,Data Analyst,90000,USD,90000,US,0,US,M
93391,2024,SE,FT,Data Scientist,250500,USD,250500,US,0,US,M
93392,2024,SE,FT,Data Scientist,173400,USD,173400,US,0,US,M
93394,2024,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
93396,2024,MI,FT,Machine Learning Engineer,125000,USD,125000,US,0,US,M
93397,2024,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
93398,2024,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
93400,2024,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
93406,2024,SE,FT,Solutions Architect,138200,USD,138200,US,0,US,L
93410,2024,SE,FT,Software Engineer,155000,USD,155000,US,0,US,M
93411,2024,SE,FT,Product Manager,180000,USD,180000,US,0,US,M
93416,2024,SE,FT,AI Engineer,88600,USD,88600,US,0,US,M
93417,2024,MI,FT,Research Scientist,205700,USD,205700,US,0,US,M
93418,2024,MI,FT,Research Scientist,150000,USD,150000,US,0,US,M
93419,2024,SE,FT,Robotics Engineer,289800,USD,289800,US,0,US,M
93420,2024,SE,FT,Robotics Engineer,201600,USD,201600,US,0,US,M
93422,2024,SE,FT,Manager,123000,USD,123000,US,0,US,M
93428,2024,SE,FT,Data Analyst,162350,USD,162350,US,100,US,M
93429,2024,MI,FT,Data Analyst,120000,USD,120000,US,100,US,M
93431,2024,SE,FT,Cloud Database Engineer,135300,USD,135300,US,100,US,M
93432,2024,SE,FT,Cloud Database Engineer,116100,USD,116100,US,100,US,M
93433,2024,SE,FT,Software Engineer,259000,USD,259000,US,0,US,M
93434,2024,SE,FT,Software Engineer,204000,USD,204000,US,0,US,M
93437,2024,SE,FT,Data Scientist,230000,USD,230000,CA,0,CA,M
93440,2024,MI,FT,Data Scientist,140000,USD,140000,US,0,US,M
93444,2024,SE,FT,Data Scientist,130900,USD,130900,US,0,US,M
93447,2024,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
93449,2024,SE,FT,Data Scientist,230000,USD,230000,US,0,US,M
93450,2024,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M
93451,2024,SE,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M
93452,2024,SE,FT,Machine Learning Engineer,160000,USD,160000,US,0,US,M
93453,2024,SE,FT,Machine Learning Engineer,355000,USD,355000,US,0,US,M
93457,2024,SE,FT,Machine Learning Platform Engineer,230000,USD,230000,CA,0,CA,M
93459,2024,SE,FT,Machine Learning Engineer,370000,USD,370000,US,0,US,M
93461,2024,SE,FT,Machine Learning Platform Engineer,194500,USD,194500,CA,0,CA,M
93465,2024,SE,FT,Machine Learning Engineer,270000,USD,270000,US,0,US,M
93472,2024,SE,FT,Data Engineer,124000,USD,124000,US,0,US,M
93474,2024,SE,FT,Data Engineer,124000,USD,124000,US,0,US,M
93477,2024,SE,FT,Data Developer,100000,USD,100000,CA,0,CA,M
93479,2024,SE,FT,Engineer,370000,USD,370000,US,0,US,M
93481,2024,EN,FT,Software Engineer,85000,USD,85000,US,0,US,M
93482,2024,EN,FT,Software Engineer,65000,USD,65000,US,0,US,M
93483,2024,SE,FT,Engineer,180000,USD,180000,US,0,US,M
93485,2024,MI,FT,Software Engineer,195000,USD,195000,US,0,US,M
93486,2024,MI,FT,Software Engineer,110000,USD,110000,US,0,US,M
93487,2024,SE,FT,Systems Engineer,213000,USD,213000,US,0,US,M
93489,2024,SE,FT,Fullstack Engineer,215424,USD,215424,US,100,US,M
93490,2024,SE,FT,Fullstack Engineer,137781,USD,137781,US,100,US,M
93491,2024,MI,FT,Engineer,85000,USD,85000,US,100,US,M
93492,2024,MI,FT,Engineer,75000,USD,75000,US,100,US,M
93494,2024,SE,FT,Full Stack Developer,105301,USD,105301,US,0,US,M
93503,2024,SE,FT,Engineer,267100,USD,267100,US,0,US,M
93504,2024,SE,FT,Engineer,252368,USD,252368,US,0,US,M
93505,2024,SE,FT,Solutions Architect,247300,USD,247300,US,100,US,M
93506,2024,SE,FT,Solutions Architect,139700,USD,139700,US,100,US,M
93507,2024,SE,FT,Software Engineer,300000,USD,300000,US,0,US,M
93508,2024,SE,FT,Software Engineer,270000,USD,270000,US,0,US,M
93509,2024,SE,FT,Engineer,300000,USD,300000,US,0,US,M
93511,2024,SE,FT,Software Engineer,270000,USD,270000,US,0,US,M
93513,2024,SE,FT,Software Engineer,140000,USD,140000,US,0,US,M
93514,2024,SE,FT,Software Engineer,115000,USD,115000,US,0,US,M
93518,2024,MI,FT,Manager,100000,USD,100000,US,0,US,M
93521,2024,MI,FT,Engineer,32000,EUR,35555,ES,0,ES,M
93522,2024,MI,FT,Engineer,29000,EUR,32222,ES,0,ES,M
93525,2024,MI,FT,Data Engineer,205600,USD,205600,US,0,US,L
93526,2024,MI,FT,Data Engineer,118900,USD,118900,US,0,US,L
93530,2024,MI,FT,Data Engineer,304000,USD,304000,US,0,US,M
93531,2024,SE,FT,Data Scientist,469000,USD,469000,US,0,US,M
93532,2024,SE,FT,Data Scientist,304000,USD,304000,US,0,US,M
93535,2024,SE,FT,Data Engineer,331640,USD,331640,US,0,US,M
93538,2024,SE,FT,Backend Engineer,160000,USD,160000,US,100,US,M
93539,2024,SE,FT,Software Engineer,270000,USD,270000,US,0,US,M
93542,2024,SE,FT,Engineer,91520,USD,91520,US,0,US,M
93543,2024,MI,FT,Manager,181800,USD,181800,US,0,US,M
93546,2024,MI,FT,Manager,102500,USD,102500,US,0,US,M
93547,2024,SE,FT,Research Scientist,239000,USD,239000,US,0,US,M
93549,2024,MI,FT,Engineer,264200,USD,264200,US,0,US,M
93551,2024,SE,FT,Infrastructure Engineer,312200,USD,312200,US,0,US,M
93554,2024,MI,FT,Data Scientist,98300,USD,98300,US,0,US,M
93560,2024,SE,FT,Software Engineer,207900,USD,207900,US,0,US,M
93561,2024,EN,FT,Data Analyst,116425,USD,116425,US,0,US,M
93567,2024,SE,FT,Data Engineer,279400,USD,279400,US,100,US,M
93571,2024,MI,FT,Data Engineer,296300,USD,296300,US,0,US,M
93575,2024,MI,FT,Engineer,187000,USD,187000,US,0,US,M
93576,2024,MI,FT,Engineer,127000,USD,127000,US,0,US,M
93577,2024,SE,FT,Manager,211000,USD,211000,US,0,US,M
93578,2024,SE,FT,Manager,142000,USD,142000,US,0,US,M
93581,2024,SE,FT,Manager,251600,USD,251600,US,0,US,M
93583,2024,SE,FT,Machine Learning Engineer,264200,USD,264200,US,0,US,M
93584,2024,SE,FT,Machine Learning Engineer,143100,USD,143100,US,0,US,M
93588,2024,EN,FT,Data Reporting Analyst,49576,USD,49576,US,0,US,M
93590,2024,MI,FT,Solutions Engineer,118000,USD,118000,US,0,US,M
93592,2024,SE,FT,Data Architect,83506,USD,83506,CA,0,CA,M
93593,2024,SE,FT,Data Architect,186000,USD,186000,US,0,US,M
93595,2024,SE,FT,Data Architect,441300,USD,441300,US,0,US,M
93597,2024,SE,FT,Data Architect,259000,USD,259000,US,0,US,M
93602,2024,MI,FT,Engineer,80000,USD,80000,ES,100,ES,M
93603,2024,SE,FT,Engineer,178200,USD,178200,US,0,US,M
93604,2024,SE,FT,Engineer,87000,USD,87000,US,0,US,M
93607,2024,SE,FT,Software Engineer,284000,USD,284000,US,0,US,M
93610,2024,SE,FT,Engineering Manager,189000,USD,189000,US,0,US,M
93612,2024,SE,FT,Software Engineer,143100,USD,143100,US,0,US,M
93613,2024,MI,FT,Associate,185000,USD,185000,US,0,US,M
93614,2024,MI,FT,Associate,145000,USD,145000,US,0,US,M
93616,2024,SE,FT,Solutions Architect,142000,USD,142000,US,0,US,M
93617,2024,MI,FT,Software Engineer,208800,USD,208800,US,0,US,M
93623,2024,MI,FT,Data Scientist,137972,USD,137972,US,0,US,M
93625,2024,MI,FT,Data Scientist,220900,USD,220900,US,0,US,M
93629,2024,SE,FT,Data Scientist,223000,USD,223000,US,100,US,M
93631,2024,EN,FT,Data Analyst,200000,USD,200000,US,0,US,M
93632,2024,EN,FT,Data Analyst,67725,USD,67725,US,0,US,M
93633,2024,MI,FT,Associate,122000,USD,122000,US,0,US,M
93634,2024,MI,FT,Associate,106000,USD,106000,US,0,US,M
93635,2024,MI,FT,Data Engineer,190900,USD,190900,US,0,US,M
93638,2024,SE,FT,Data Engineer,95000,USD,95000,US,0,US,M
93639,2024,MI,FT,Engineer,171600,USD,171600,US,0,US,M
93644,2024,MI,FT,Machine Learning Engineer,137750,USD,137750,US,0,US,M
93646,2024,MI,FT,Machine Learning Engineer,145000,USD,145000,US,0,US,M
93648,2024,MI,FT,Manager,189000,USD,189000,US,0,US,M
93650,2024,SE,FT,Data Architect,96000,USD,96000,US,0,US,M
93651,2024,SE,FT,Quantitative Analyst,137972,USD,137972,US,0,US,M
93653,2024,SE,FT,Infrastructure Engineer,175600,USD,175600,US,0,US,M
93654,2024,SE,FT,Infrastructure Engineer,104000,USD,104000,US,0,US,M
93655,2024,MI,FT,Software Engineer,155250,USD,155250,US,0,US,M
93656,2024,MI,FT,Software Engineer,92650,USD,92650,US,0,US,M
93660,2024,EN,FT,Data Scientist,75600,USD,75600,US,0,US,M
93666,2024,EN,FT,Data Analyst,80000,USD,80000,US,0,US,M
93667,2024,SE,FT,Engineer,339250,USD,339250,US,0,US,M
93668,2024,SE,FT,Engineer,180000,USD,180000,US,0,US,M
93669,2024,SE,FT,Engineer,276000,USD,276000,US,100,US,M
93671,2024,SE,FT,AI Engineer,188600,USD,188600,US,0,US,M
93672,2024,SE,FT,AI Engineer,128300,USD,128300,US,0,US,M
93673,2024,MI,FT,Machine Learning Researcher,250000,USD,250000,GB,0,GB,M
93679,2024,SE,FT,Data Engineer,277000,USD,277000,US,0,US,M
93680,2024,SE,FT,Data Engineer,173000,USD,173000,US,0,US,M
93682,2024,SE,FT,Data Engineer,144400,USD,144400,US,0,US,M
93683,2024,SE,FT,Data Engineer,149000,USD,149000,US,0,US,M
93686,2024,MI,FT,Data Engineer,120000,USD,120000,CA,0,CA,M
93687,2024,SE,FT,Engineer,230000,USD,230000,US,0,US,M
93690,2024,SE,FT,Software Engineer,117000,USD,117000,US,0,US,M
93691,2024,SE,FT,Engineer,339250,USD,339250,US,0,US,M
93693,2024,SE,FT,Software Engineer,323400,USD,323400,US,0,US,M
93694,2024,SE,FT,Software Engineer,215197,USD,215197,US,0,US,M
93696,2024,MI,FT,Software Engineer,136000,USD,136000,US,0,US,M
93697,2024,EX,FT,Software Engineer,323400,USD,323400,US,0,US,M
93699,2024,SE,FT,Software Engineer,323400,USD,323400,US,0,US,M
93701,2024,MI,FT,Software Engineer,276206,USD,276206,US,0,US,M
93702,2024,MI,FT,Software Engineer,274206,USD,274206,US,0,US,M
93703,2024,SE,FT,Software Engineer,276000,USD,276000,US,0,US,M
93705,2024,MI,FT,Business Intelligence Analyst,160000,USD,160000,US,0,US,M
93706,2024,MI,FT,Business Intelligence Analyst,128000,USD,128000,US,0,US,M
93709,2024,SE,FT,Software Development Engineer,145537,USD,145537,US,100,US,M
93710,2024,SE,FT,Software Development Engineer,119076,USD,119076,US,100,US,M
93711,2024,MI,FT,Statistician,100000,USD,100000,US,100,US,M
93713,2024,MI,FT,Engineer,195500,USD,195500,US,0,US,M
93716,2024,SE,FT,Data Scientist Lead,6500000,INR,78031,IN,50,IN,L
93717,2024,EN,FT,Actuarial Analyst,131000,USD,131000,US,0,US,M
93718,2024,EN,FT,Actuarial Analyst,56000,USD,56000,US,0,US,M
93719,2024,EN,FT,Actuarial Analyst,117000,USD,117000,US,100,US,M
93721,2024,SE,FT,Data Infrastructure Engineer,312200,USD,312200,US,0,US,M
93725,2024,SE,FT,Consultant,57000,USD,57000,US,0,US,M
93730,2024,MI,FT,Data Scientist,124300,USD,124300,US,0,US,M
93731,2024,MI,FT,Research Engineer,264200,USD,264200,US,0,US,M
93733,2024,SE,FT,Engineer,75200,USD,75200,US,0,US,M
93735,2024,MI,FT,Product Manager,160425,USD,160425,US,0,US,M
93737,2024,SE,FT,Consultant,130800,USD,130800,US,0,US,M
93738,2024,SE,FT,Consultant,79300,USD,79300,US,0,US,M
93739,2024,MI,FT,Data Manager,189000,USD,189000,US,0,US,M
93740,2024,MI,FT,Data Manager,161000,USD,161000,US,0,US,M
93742,2024,SE,FT,Engineer,134000,USD,134000,US,0,US,M
93744,2024,MI,FT,Machine Learning Engineer,166600,USD,166600,US,0,US,M
93745,2024,SE,FT,Software Engineer,223500,USD,223500,US,0,US,M
93747,2024,MI,FT,Machine Learning Engineer,264200,USD,264200,US,0,US,M
93749,2024,MI,FT,Data Engineer,199600,USD,199600,US,0,US,M
93751,2024,MI,FT,Data Engineer,199600,USD,199600,US,0,US,M
93754,2024,SE,FT,Software Engineer,160000,USD,160000,US,100,US,M
93756,2024,SE,FT,Solutions Architect,171000,USD,171000,US,0,US,M
93759,2024,SE,FT,Data Engineer,235400,USD,235400,US,0,US,M
93760,2024,SE,FT,Data Engineer,199234,USD,199234,US,0,US,M
93761,2024,MI,FT,Data Engineer,135285,USD,135285,US,0,US,M
93762,2024,MI,FT,Data Engineer,90000,USD,90000,US,0,US,M
93765,2024,SE,FT,Data Engineer,237050,USD,237050,US,0,US,M
93769,2024,EN,PT,Business Intelligence Developer,68000,USD,68000,US,0,US,M
93770,2024,EN,PT,Business Intelligence Developer,64000,USD,64000,US,0,US,M
93775,2024,SE,FT,AI Engineer,370300,USD,370300,US,0,US,M
93777,2024,SE,FT,AI Engineer,198600,USD,198600,US,0,US,M
93778,2024,SE,FT,AI Engineer,105800,USD,105800,US,0,US,M
93779,2024,SE,FT,Analytics Engineer,216000,USD,216000,US,0,US,M
93780,2024,SE,FT,Analytics Engineer,146000,USD,146000,US,0,US,M
93785,2024,EN,FT,Data Analyst,148000,USD,148000,US,0,US,M
93790,2024,SE,FT,Data Analyst,78000,USD,78000,US,100,US,M
93792,2024,SE,FT,Data Analyst,86000,USD,86000,US,0,US,M
93793,2024,SE,FT,Applied Scientist,250200,USD,250200,US,0,US,M
93796,2024,SE,FT,Data Architect,198000,USD,198000,CA,0,CA,M
93797,2024,MI,FT,Data Visualization Developer,200000,USD,200000,US,100,US,M
93798,2024,MI,FT,Data Visualization Developer,100000,USD,100000,US,100,US,M
93799,2024,MI,FT,Software Engineer,140000,USD,140000,US,0,US,M
93800,2024,MI,FT,Software Engineer,110000,USD,110000,US,0,US,M
93805,2024,SE,FT,Engineer,218900,USD,218900,US,0,US,M
93807,2024,EN,FT,Research Scientist,194750,USD,194750,US,0,US,M
93810,2024,EN,FT,Research Scientist,235000,USD,235000,US,0,US,M
93811,2024,EN,FT,Research Scientist,430000,USD,430000,US,0,US,M
93812,2024,EN,FT,Research Scientist,250000,USD,250000,US,0,US,M
93813,2024,SE,FT,Software Engineer,253000,USD,253000,CA,0,CA,M
93815,2024,SE,FT,Software Engineer,223500,USD,223500,US,0,US,M
93816,2024,SE,FT,Software Engineer,94200,USD,94200,US,0,US,M
93817,2024,SE,FT,Product Manager,314400,USD,314400,US,0,US,M
93818,2024,SE,FT,Product Manager,161600,USD,161600,US,0,US,M
93820,2024,SE,FT,Software Engineer,117200,USD,117200,US,0,US,M
93822,2024,MI,FT,Software Developer,74800,USD,74800,US,0,US,M
93824,2024,MI,FT,Software Engineer,92030,USD,92030,US,0,US,M
93825,2024,SE,FT,Software Engineer,225000,USD,225000,US,0,US,M
93828,2024,MI,FT,Software Engineer,140000,USD,140000,US,0,US,M
93830,2024,EN,FT,Research Scientist,250000,USD,250000,US,0,US,M
93833,2024,MI,FT,Research Scientist,284000,USD,284000,US,0,US,M
93836,2024,SE,FT,Software Engineer,190000,USD,190000,US,0,US,M
93838,2024,SE,FT,Software Engineer,143100,USD,143100,US,0,US,M
93841,2024,MI,FT,Quantitative Researcher,160000,USD,160000,US,0,US,M
93842,2024,MI,FT,Quantitative Researcher,70000,USD,70000,US,0,US,M
93846,2024,SE,FT,Manager,117200,USD,117200,US,0,US,M
93847,2024,MI,FT,Systems Engineer,205000,USD,205000,US,0,US,M
93850,2024,MI,FT,Business Intelligence Developer,64900,USD,64900,US,0,US,M
93856,2024,EN,FT,Associate,105000,USD,105000,US,0,US,M
93858,2024,SE,FT,Data Analyst,72700,USD,72700,US,0,US,M
93859,2024,MI,FT,Data Scientist,240000,USD,240000,US,0,US,M
